"","nutrient","nutrient_type","nutrient_units","units","sex_stage","sex","stage","age_range","dri_type","ref_value","footnote","ref_units","relevance","data_type"
"239","Folate (vitamin B9)","Vitamin","µg","µg/d","Women","Females","None","31-50 yr","EAR",320,NA,"µg",3,"RDI_name"
"240","Folate (vitamin B9)","Vitamin","µg","µg/d","Women","Females","None",">70 yr","RDA",400,"","µg",3,"RDI_name"
"241","Folate (vitamin B9)","Vitamin","µg","µg/d","Children","Both","Children","4-8 yr","RDA",200,"","µg",3,"RDI_name"
"242","Folate (vitamin B9)","Vitamin","µg","µg/d","Women","Females","None","9-13 yr","EAR",250,NA,"µg",3,"RDI_name"
"243","Folate (vitamin B9)","Vitamin","µg","µg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","RDA",600,"j","µg",3,"RDI_name"
"244","Folate (vitamin B9)","Vitamin","µg","µg/d","Women","Females","None","14-18 yr","EAR",330,NA,"µg",3,"RDI_name"
"245","Folate (vitamin B9)","Vitamin","µg","µg/d","Women (lactating)","Females","Lactation","31-50 yr","UL",1000,"","µg",3,"RDI_name"
"246","Folate (vitamin B9)","Vitamin","µg","µg/d","Women (lactating)","Females","Lactation","31-50 yr","RDA",500,"","µg",3,"RDI_name"
"247","Folate (vitamin B9)","Vitamin","µg","µg/d","Women","Females","None","51-70 yr","RDA",400,"","µg",3,"RDI_name"
"248","Folate (vitamin B9)","Vitamin","µg","µg/d","Women","Females","None","19-30 yr","RDA",400,"i","µg",3,"RDI_name"
"249","Folate (vitamin B9)","Vitamin","µg","µg/d","Women (lactating)","Females","Lactation","19-30 yr","EAR",450,NA,"µg",3,"RDI_name"
"250","Folate (vitamin B9)","Vitamin","µg","µg/d","Women (lactating)","Females","Lactation","19-30 yr","UL",1000,"","µg",3,"RDI_name"
"251","Folate (vitamin B9)","Vitamin","µg","µg/d","Women (lactating)","Females","Lactation","31-50 yr","EAR",450,NA,"µg",3,"RDI_name"
"252","Folate (vitamin B9)","Vitamin","µg","µg/d","Women (lactating)","Females","Lactation","14-18 yr","EAR",450,NA,"µg",3,"RDI_name"
"253","Folate (vitamin B9)","Vitamin","µg","µg/d","Men","Males","None","9-13 yr","RDA",300,"","µg",3,"RDI_name"
"254","Folate (vitamin B9)","Vitamin","µg","µg/d","Children","Both","Children","1-3 yr","RDA",150,"","µg",3,"RDI_name"
"255","Folate (vitamin B9)","Vitamin","µg","µg/d","Men","Males","None",">70 yr","EAR",320,NA,"µg",3,"RDI_name"
"256","Folate (vitamin B9)","Vitamin","µg","µg/d","Women","Females","None","14-18 yr","UL",800,"","µg",3,"RDI_name"
"257","Folate (vitamin B9)","Vitamin","µg","µg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","EAR",520,NA,"µg",3,"RDI_name"
"258","Folate (vitamin B9)","Vitamin","µg","µg/d","Women","Females","None","14-18 yr","RDA",400,"i","µg",3,"RDI_name"
"259","Folate (vitamin B9)","Vitamin","µg","µg/d","Women","Females","None","9-13 yr","UL",600,"","µg",3,"RDI_name"
"260","Folate (vitamin B9)","Vitamin","µg","µg/d","Women","Females","None","31-50 yr","RDA",400,"i","µg",3,"RDI_name"
"261","Folate (vitamin B9)","Vitamin","µg","µg/d","Infants","Both","Infants","0-6 mo","AI",65,"*","µg",3,"RDI_name"
"262","Folate (vitamin B9)","Vitamin","µg","µg/d","Infants","Both","Infants","6-12 mo","AI",80,"*","µg",3,"RDI_name"
"263","Folate (vitamin B9)","Vitamin","µg","µg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","EAR",520,NA,"µg",3,"RDI_name"
"264","Folate (vitamin B9)","Vitamin","µg","µg/d","Women (lactating)","Females","Lactation","14-18 yr","UL",800,"","µg",3,"RDI_name"
"265","Folate (vitamin B9)","Vitamin","µg","µg/d","Women","Females","None",">70 yr","EAR",320,NA,"µg",3,"RDI_name"
"266","Folate (vitamin B9)","Vitamin","µg","µg/d","Men","Males","None",">70 yr","RDA",400,"","µg",3,"RDI_name"
"267","Folate (vitamin B9)","Vitamin","µg","µg/d","Men","Males","None","51-70 yr","UL",1000,"","µg",3,"RDI_name"
"268","Folate (vitamin B9)","Vitamin","µg","µg/d","Men","Males","None",">70 yr","UL",1000,"","µg",3,"RDI_name"
"269","Folate (vitamin B9)","Vitamin","µg","µg/d","Men","Males","None","31-50 yr","UL",1000,"","µg",3,"RDI_name"
"270","Folate (vitamin B9)","Vitamin","µg","µg/d","Men","Males","None","31-50 yr","EAR",320,NA,"µg",3,"RDI_name"
"271","Folate (vitamin B9)","Vitamin","µg","µg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","EAR",520,NA,"µg",3,"RDI_name"
"272","Folate (vitamin B9)","Vitamin","µg","µg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","UL",1000,"","µg",3,"RDI_name"
"273","Folate (vitamin B9)","Vitamin","µg","µg/d","Men","Males","None","31-50 yr","RDA",400,"","µg",3,"RDI_name"
"274","Folate (vitamin B9)","Vitamin","µg","µg/d","Men","Males","None","51-70 yr","RDA",400,"","µg",3,"RDI_name"
"275","Folate (vitamin B9)","Vitamin","µg","µg/d","Children","Both","Children","1-3 yr","UL",300,"","µg",3,"RDI_name"
"276","Folate (vitamin B9)","Vitamin","µg","µg/d","Women","Females","None","51-70 yr","EAR",320,NA,"µg",3,"RDI_name"
"277","Folate (vitamin B9)","Vitamin","µg","µg/d","Men","Males","None","19-30 yr","UL",1000,"","µg",3,"RDI_name"
"278","Folate (vitamin B9)","Vitamin","µg","µg/d","Men","Males","None","19-30 yr","EAR",320,NA,"µg",3,"RDI_name"
"279","Folate (vitamin B9)","Vitamin","µg","µg/d","Men","Males","None","14-18 yr","UL",800,"","µg",3,"RDI_name"
"280","Folate (vitamin B9)","Vitamin","µg","µg/d","Women","Females","None","9-13 yr","RDA",300,"","µg",3,"RDI_name"
"281","Folate (vitamin B9)","Vitamin","µg","µg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","UL",800,"","µg",3,"RDI_name"
"282","Folate (vitamin B9)","Vitamin","µg","µg/d","Men","Males","None","14-18 yr","RDA",400,"","µg",3,"RDI_name"
"283","Folate (vitamin B9)","Vitamin","µg","µg/d","Women","Females","None","51-70 yr","UL",1000,"","µg",3,"RDI_name"
"284","Folate (vitamin B9)","Vitamin","µg","µg/d","Women","Females","None",">70 yr","UL",1000,"","µg",3,"RDI_name"
"285","Folate (vitamin B9)","Vitamin","µg","µg/d","Children","Both","Children","1-3 yr","EAR",120,NA,"µg",3,"RDI_name"
"286","Folate (vitamin B9)","Vitamin","µg","µg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","UL",1000,"","µg",3,"RDI_name"
"287","Folate (vitamin B9)","Vitamin","µg","µg/d","Men","Males","None","9-13 yr","UL",600,"","µg",3,"RDI_name"
"288","Folate (vitamin B9)","Vitamin","µg","µg/d","Men","Males","None","14-18 yr","EAR",330,NA,"µg",3,"RDI_name"
"289","Folate (vitamin B9)","Vitamin","µg","µg/d","Women","Females","None","19-30 yr","UL",1000,"","µg",3,"RDI_name"
"290","Folate (vitamin B9)","Vitamin","µg","µg/d","Women","Females","None","31-50 yr","UL",1000,"","µg",3,"RDI_name"
"291","Folate (vitamin B9)","Vitamin","µg","µg/d","Children","Both","Children","4-8 yr","UL",400,"","µg",3,"RDI_name"
"292","Folate (vitamin B9)","Vitamin","µg","µg/d","Men","Males","None","19-30 yr","RDA",400,"","µg",3,"RDI_name"
"293","Folate (vitamin B9)","Vitamin","µg","µg/d","Men","Males","None","9-13 yr","EAR",250,NA,"µg",3,"RDI_name"
"294","Folate (vitamin B9)","Vitamin","µg","µg/d","Children","Both","Children","4-8 yr","EAR",160,NA,"µg",3,"RDI_name"
"295","Iodine","Element","µg","µg/d","Women (lactating)","Females","Lactation","19-30 yr","RDA",290,"","µg",3,"RDI_name"
"296","Iodine","Element","µg","µg/d","Men","Males","None","19-30 yr","EAR",95,NA,"µg",3,"RDI_name"
"297","Iodine","Element","µg","µg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","RDA",220,"","µg",3,"RDI_name"
"298","Iodine","Element","µg","µg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","RDA",220,"","µg",3,"RDI_name"
"299","Iodine","Element","µg","µg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","RDA",220,"","µg",3,"RDI_name"
"300","Iodine","Element","µg","µg/d","Women (lactating)","Females","Lactation","14-18 yr","RDA",290,"","µg",3,"RDI_name"
"301","Iodine","Element","µg","µg/d","Women","Females","None","14-18 yr","UL",900,"","µg",3,"RDI_name"
"302","Iodine","Element","µg","µg/d","Men","Males","None","31-50 yr","EAR",95,NA,"µg",3,"RDI_name"
"303","Iodine","Element","µg","µg/d","Men","Males","None","51-70 yr","EAR",95,NA,"µg",3,"RDI_name"
"304","Iodine","Element","µg","µg/d","Women","Females","None","9-13 yr","UL",600,"","µg",3,"RDI_name"
"305","Iodine","Element","µg","µg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","UL",1100,"","µg",3,"RDI_name"
"306","Iodine","Element","µg","µg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","UL",1100,"","µg",3,"RDI_name"
"307","Iodine","Element","µg","µg/d","Men","Males","None","9-13 yr","EAR",73,NA,"µg",3,"RDI_name"
"308","Iodine","Element","µg","µg/d","Women (lactating)","Females","Lactation","31-50 yr","RDA",290,"","µg",3,"RDI_name"
"309","Iodine","Element","µg","µg/d","Women","Females","None","19-30 yr","RDA",150,"","µg",3,"RDI_name"
"310","Iodine","Element","µg","µg/d","Women","Females","None",">70 yr","EAR",95,NA,"µg",3,"RDI_name"
"311","Iodine","Element","µg","µg/d","Women","Females","None","19-30 yr","UL",1100,"","µg",3,"RDI_name"
"312","Iodine","Element","µg","µg/d","Men","Males","None","14-18 yr","EAR",95,NA,"µg",3,"RDI_name"
"313","Iodine","Element","µg","µg/d","Women","Females","None",">70 yr","UL",1100,"","µg",3,"RDI_name"
"314","Iodine","Element","µg","µg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","UL",900,"","µg",3,"RDI_name"
"315","Iodine","Element","µg","µg/d","Men","Males","None",">70 yr","EAR",95,NA,"µg",3,"RDI_name"
"316","Iodine","Element","µg","µg/d","Women","Females","None","31-50 yr","UL",1100,"","µg",3,"RDI_name"
"317","Iodine","Element","µg","µg/d","Women","Females","None",">70 yr","RDA",150,"","µg",3,"RDI_name"
"318","Iodine","Element","µg","µg/d","Women","Females","None","51-70 yr","EAR",95,NA,"µg",3,"RDI_name"
"319","Iodine","Element","µg","µg/d","Women","Females","None","14-18 yr","RDA",150,"","µg",3,"RDI_name"
"320","Iodine","Element","µg","µg/d","Women","Females","None","51-70 yr","RDA",150,"","µg",3,"RDI_name"
"321","Iodine","Element","µg","µg/d","Infants","Both","Infants","6-12 mo","AI",130,"*","µg",3,"RDI_name"
"322","Iodine","Element","µg","µg/d","Women","Females","None","51-70 yr","UL",1100,"","µg",3,"RDI_name"
"323","Iodine","Element","µg","µg/d","Children","Both","Children","1-3 yr","RDA",90,"","µg",3,"RDI_name"
"324","Iodine","Element","µg","µg/d","Infants","Both","Infants","0-6 mo","AI",110,"*","µg",3,"RDI_name"
"325","Iodine","Element","µg","µg/d","Women","Females","None","9-13 yr","EAR",73,NA,"µg",3,"RDI_name"
"326","Iodine","Element","µg","µg/d","Women (lactating)","Females","Lactation","14-18 yr","UL",900,"","µg",3,"RDI_name"
"327","Iodine","Element","µg","µg/d","Women (lactating)","Females","Lactation","19-30 yr","UL",1100,"","µg",3,"RDI_name"
"328","Iodine","Element","µg","µg/d","Children","Both","Children","4-8 yr","RDA",90,"","µg",3,"RDI_name"
"329","Iodine","Element","µg","µg/d","Children","Both","Children","4-8 yr","EAR",65,NA,"µg",3,"RDI_name"
"330","Iodine","Element","µg","µg/d","Women","Females","None","31-50 yr","RDA",150,"","µg",3,"RDI_name"
"331","Iodine","Element","µg","µg/d","Women","Females","None","9-13 yr","RDA",120,"","µg",3,"RDI_name"
"332","Iodine","Element","µg","µg/d","Men","Males","None","51-70 yr","UL",1100,"","µg",3,"RDI_name"
"333","Iodine","Element","µg","µg/d","Men","Males","None",">70 yr","UL",1100,"","µg",3,"RDI_name"
"334","Iodine","Element","µg","µg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","EAR",160,NA,"µg",3,"RDI_name"
"335","Iodine","Element","µg","µg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","EAR",160,NA,"µg",3,"RDI_name"
"336","Iodine","Element","µg","µg/d","Men","Males","None","19-30 yr","RDA",150,"","µg",3,"RDI_name"
"337","Iodine","Element","µg","µg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","EAR",160,NA,"µg",3,"RDI_name"
"338","Iodine","Element","µg","µg/d","Women (lactating)","Females","Lactation","14-18 yr","EAR",209,NA,"µg",3,"RDI_name"
"339","Iodine","Element","µg","µg/d","Women","Females","None","14-18 yr","EAR",95,NA,"µg",3,"RDI_name"
"340","Iodine","Element","µg","µg/d","Women","Females","None","31-50 yr","EAR",95,NA,"µg",3,"RDI_name"
"341","Iodine","Element","µg","µg/d","Children","Both","Children","1-3 yr","EAR",65,NA,"µg",3,"RDI_name"
"342","Iodine","Element","µg","µg/d","Women (lactating)","Females","Lactation","31-50 yr","UL",1100,"","µg",3,"RDI_name"
"343","Iodine","Element","µg","µg/d","Men","Males","None","51-70 yr","RDA",150,"","µg",3,"RDI_name"
"344","Iodine","Element","µg","µg/d","Women (lactating)","Females","Lactation","19-30 yr","EAR",209,NA,"µg",3,"RDI_name"
"345","Iodine","Element","µg","µg/d","Men","Males","None","19-30 yr","UL",1100,"","µg",3,"RDI_name"
"346","Iodine","Element","µg","µg/d","Men","Males","None","31-50 yr","UL",1100,"","µg",3,"RDI_name"
"347","Iodine","Element","µg","µg/d","Women","Females","None","19-30 yr","EAR",95,NA,"µg",3,"RDI_name"
"348","Iodine","Element","µg","µg/d","Children","Both","Children","4-8 yr","UL",300,"","µg",3,"RDI_name"
"349","Iodine","Element","µg","µg/d","Women (lactating)","Females","Lactation","31-50 yr","EAR",209,NA,"µg",3,"RDI_name"
"350","Iodine","Element","µg","µg/d","Men","Males","None","9-13 yr","UL",600,"","µg",3,"RDI_name"
"351","Iodine","Element","µg","µg/d","Men","Males","None","9-13 yr","RDA",120,"","µg",3,"RDI_name"
"352","Iodine","Element","µg","µg/d","Men","Males","None","31-50 yr","RDA",150,"","µg",3,"RDI_name"
"353","Iodine","Element","µg","µg/d","Men","Males","None",">70 yr","RDA",150,"","µg",3,"RDI_name"
"354","Iodine","Element","µg","µg/d","Men","Males","None","14-18 yr","UL",900,"","µg",3,"RDI_name"
"355","Iodine","Element","µg","µg/d","Children","Both","Children","1-3 yr","UL",200,"","µg",3,"RDI_name"
"356","Iodine","Element","µg","µg/d","Men","Males","None","14-18 yr","RDA",150,"","µg",3,"RDI_name"
"357","Iron","Element","mg","mg/d","Men","Males","None","31-50 yr","RDA",8,"","mg",3,"RDI_name"
"358","Iron","Element","mg","mg/d","Women","Females","None","31-50 yr","EAR",8.1,NA,"mg",3,"RDI_name"
"359","Iron","Element","mg","mg/d","Infants","Both","Infants","6-12 mo","RDA",11,"","mg",3,"RDI_name"
"360","Iron","Element","mg","mg/d","Men","Males","None","51-70 yr","RDA",8,"","mg",3,"RDI_name"
"361","Iron","Element","mg","mg/d","Men","Males","None",">70 yr","RDA",8,"","mg",3,"RDI_name"
"362","Iron","Element","mg","mg/d","Infants","Both","Infants","0-6 mo","AI",0.27,"*","mg",3,"RDI_name"
"363","Iron","Element","mg","mg/d","Men","Males","None","14-18 yr","UL",45,"","mg",3,"RDI_name"
"364","Iron","Element","mg","mg/d","Men","Males","None",">70 yr","EAR",6,NA,"mg",3,"RDI_name"
"365","Iron","Element","mg","mg/d","Women","Females","None","14-18 yr","EAR",7.9,NA,"mg",3,"RDI_name"
"366","Iron","Element","mg","mg/d","Men","Males","None","19-30 yr","RDA",8,"","mg",3,"RDI_name"
"367","Iron","Element","mg","mg/d","Women","Females","None","51-70 yr","EAR",5,NA,"mg",3,"RDI_name"
"368","Iron","Element","mg","mg/d","Women","Females","None",">70 yr","EAR",5,NA,"mg",3,"RDI_name"
"369","Iron","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","EAR",23,NA,"mg",3,"RDI_name"
"370","Iron","Element","mg","mg/d","Women","Females","None","19-30 yr","EAR",8.1,NA,"mg",3,"RDI_name"
"371","Iron","Element","mg","mg/d","Men","Males","None","9-13 yr","UL",40,"","mg",3,"RDI_name"
"372","Iron","Element","mg","mg/d","Men","Males","None","51-70 yr","EAR",6,NA,"mg",3,"RDI_name"
"373","Iron","Element","mg","mg/d","Men","Males","None","9-13 yr","RDA",8,"","mg",3,"RDI_name"
"374","Iron","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","EAR",22,NA,"mg",3,"RDI_name"
"375","Iron","Element","mg","mg/d","Men","Males","None","19-30 yr","UL",45,"","mg",3,"RDI_name"
"376","Iron","Element","mg","mg/d","Men","Males","None","31-50 yr","UL",45,"","mg",3,"RDI_name"
"377","Iron","Element","mg","mg/d","Women","Females","None",">70 yr","RDA",8,"","mg",3,"RDI_name"
"378","Iron","Element","mg","mg/d","Women (lactating)","Females","Lactation","31-50 yr","EAR",6.5,NA,"mg",3,"RDI_name"
"379","Iron","Element","mg","mg/d","Women","Females","None","14-18 yr","RDA",15,"","mg",3,"RDI_name"
"380","Iron","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","EAR",22,NA,"mg",3,"RDI_name"
"381","Iron","Element","mg","mg/d","Men","Males","None","51-70 yr","UL",45,"","mg",3,"RDI_name"
"382","Iron","Element","mg","mg/d","Women","Females","None","9-13 yr","RDA",8,"","mg",3,"RDI_name"
"383","Iron","Element","mg","mg/d","Men","Males","None","14-18 yr","RDA",11,"","mg",3,"RDI_name"
"384","Iron","Element","mg","mg/d","Men","Males","None","31-50 yr","EAR",6,NA,"mg",3,"RDI_name"
"385","Iron","Element","mg","mg/d","Children","Both","Children","4-8 yr","UL",40,"","mg",3,"RDI_name"
"386","Iron","Element","mg","mg/d","Children","Both","Children","4-8 yr","RDA",10,"","mg",3,"RDI_name"
"387","Iron","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","RDA",27,"","mg",3,"RDI_name"
"388","Iron","Element","mg","mg/d","Women","Females","None","9-13 yr","EAR",5.7,NA,"mg",3,"RDI_name"
"389","Iron","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","RDA",27,"","mg",3,"RDI_name"
"390","Iron","Element","mg","mg/d","Men","Males","None","19-30 yr","EAR",6,NA,"mg",3,"RDI_name"
"391","Iron","Element","mg","mg/d","Women (lactating)","Females","Lactation","14-18 yr","UL",45,"","mg",3,"RDI_name"
"392","Iron","Element","mg","mg/d","Men","Males","None",">70 yr","UL",45,"","mg",3,"RDI_name"
"393","Iron","Element","mg","mg/d","Women","Females","None","19-30 yr","RDA",18,"","mg",3,"RDI_name"
"394","Iron","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","UL",45,"","mg",3,"RDI_name"
"395","Iron","Element","mg","mg/d","Children","Both","Children","1-3 yr","RDA",7,"","mg",3,"RDI_name"
"396","Iron","Element","mg","mg/d","Children","Both","Children","1-3 yr","UL",40,"","mg",3,"RDI_name"
"397","Iron","Element","mg","mg/d","Women (lactating)","Females","Lactation","19-30 yr","EAR",6.5,NA,"mg",3,"RDI_name"
"398","Iron","Element","mg","mg/d","Infants","Both","Infants","6-12 mo","UL",40,"","mg",3,"RDI_name"
"399","Iron","Element","mg","mg/d","Women","Females","None","51-70 yr","RDA",8,"","mg",3,"RDI_name"
"400","Iron","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","RDA",27,"","mg",3,"RDI_name"
"401","Iron","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","UL",45,"","mg",3,"RDI_name"
"402","Iron","Element","mg","mg/d","Women","Females","None","9-13 yr","UL",40,"","mg",3,"RDI_name"
"403","Iron","Element","mg","mg/d","Women","Females","None","14-18 yr","UL",45,"","mg",3,"RDI_name"
"404","Iron","Element","mg","mg/d","Women","Females","None","19-30 yr","UL",45,"","mg",3,"RDI_name"
"405","Iron","Element","mg","mg/d","Women (lactating)","Females","Lactation","19-30 yr","UL",45,"","mg",3,"RDI_name"
"406","Iron","Element","mg","mg/d","Infants","Both","Infants","0-6 mo","UL",40,"","mg",3,"RDI_name"
"407","Iron","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","UL",45,"","mg",3,"RDI_name"
"408","Iron","Element","mg","mg/d","Men","Males","None","14-18 yr","EAR",7.7,NA,"mg",3,"RDI_name"
"409","Iron","Element","mg","mg/d","Women (lactating)","Females","Lactation","14-18 yr","EAR",7,NA,"mg",3,"RDI_name"
"410","Iron","Element","mg","mg/d","Women (lactating)","Females","Lactation","14-18 yr","RDA",10,"","mg",3,"RDI_name"
"411","Iron","Element","mg","mg/d","Women (lactating)","Females","Lactation","19-30 yr","RDA",9,"","mg",3,"RDI_name"
"412","Iron","Element","mg","mg/d","Women (lactating)","Females","Lactation","31-50 yr","RDA",9,"","mg",3,"RDI_name"
"413","Iron","Element","mg","mg/d","Infants","Both","Infants","6-12 mo","EAR",6.9,NA,"mg",3,"RDI_name"
"414","Iron","Element","mg","mg/d","Children","Both","Children","1-3 yr","EAR",3,NA,"mg",3,"RDI_name"
"415","Iron","Element","mg","mg/d","Women","Females","None",">70 yr","UL",45,"","mg",3,"RDI_name"
"416","Iron","Element","mg","mg/d","Women","Females","None","51-70 yr","UL",45,"","mg",3,"RDI_name"
"417","Iron","Element","mg","mg/d","Women","Females","None","31-50 yr","RDA",18,"","mg",3,"RDI_name"
"418","Iron","Element","mg","mg/d","Women (lactating)","Females","Lactation","31-50 yr","UL",45,"","mg",3,"RDI_name"
"419","Iron","Element","mg","mg/d","Women","Females","None","31-50 yr","UL",45,"","mg",3,"RDI_name"
"420","Iron","Element","mg","mg/d","Children","Both","Children","4-8 yr","EAR",4.1,NA,"mg",3,"RDI_name"
"421","Iron","Element","mg","mg/d","Men","Males","None","9-13 yr","EAR",5.9,NA,"mg",3,"RDI_name"
"422","Linoleic acid","Macronutrient","g","g/d","Infants","Both","Infants","6-12 mo","AI",4.6,"*","g",2,"RDI_name"
"423","Linoleic acid","Macronutrient","g","g/d","Children","Both","Children","1-3 yr","AI",7,"*","g",2,"RDI_name"
"424","Linoleic acid","Macronutrient","g","g/d","Children","Both","Children","4-8 yr","AI",10,"*","g",2,"RDI_name"
"425","Linoleic acid","Macronutrient","g","g/d","Infants","Both","Infants","0-6 mo","AI",4.4,"*","g",2,"RDI_name"
"426","Linoleic acid","Macronutrient","g","g/d","Women","Females","None","19-30 yr","AI",12,"*","g",2,"RDI_name"
"427","Linoleic acid","Macronutrient","g","g/d","Women","Females","None","31-50 yr","AI",12,"*","g",2,"RDI_name"
"428","Linoleic acid","Macronutrient","g","g/d","Women","Females","None","51-70 yr","AI",11,"*","g",2,"RDI_name"
"429","Linoleic acid","Macronutrient","g","g/d","Women","Females","None",">70 yr","AI",11,"*","g",2,"RDI_name"
"430","Linoleic acid","Macronutrient","g","g/d","Women (pregnant)","Females","Pregnancy","14-18 yr","AI",13,"*","g",2,"RDI_name"
"431","Linoleic acid","Macronutrient","g","g/d","Men","Males","None","9-13 yr","AI",12,"*","g",2,"RDI_name"
"432","Linoleic acid","Macronutrient","g","g/d","Men","Males","None","14-18 yr","AI",16,"*","g",2,"RDI_name"
"433","Linoleic acid","Macronutrient","g","g/d","Men","Males","None","19-30 yr","AI",17,"*","g",2,"RDI_name"
"434","Linoleic acid","Macronutrient","g","g/d","Men","Males","None","31-50 yr","AI",17,"*","g",2,"RDI_name"
"435","Linoleic acid","Macronutrient","g","g/d","Men","Males","None","51-70 yr","AI",14,"*","g",2,"RDI_name"
"436","Linoleic acid","Macronutrient","g","g/d","Men","Males","None",">70 yr","AI",14,"*","g",2,"RDI_name"
"437","Linoleic acid","Macronutrient","g","g/d","Women","Females","None","9-13 yr","AI",10,"*","g",2,"RDI_name"
"438","Linoleic acid","Macronutrient","g","g/d","Women","Females","None","14-18 yr","AI",11,"*","g",2,"RDI_name"
"439","Linoleic acid","Macronutrient","g","g/d","Women (lactating)","Females","Lactation","19-30 yr","AI",13,"*","g",2,"RDI_name"
"440","Linoleic acid","Macronutrient","g","g/d","Women (pregnant)","Females","Pregnancy","19-30 yr","AI",13,"*","g",2,"RDI_name"
"441","Linoleic acid","Macronutrient","g","g/d","Women (pregnant)","Females","Pregnancy","31-50 yr","AI",13,"*","g",2,"RDI_name"
"442","Linoleic acid","Macronutrient","g","g/d","Women (lactating)","Females","Lactation","14-18 yr","AI",13,"*","g",2,"RDI_name"
"443","Linoleic acid","Macronutrient","g","g/d","Women (lactating)","Females","Lactation","31-50 yr","AI",13,"*","g",2,"RDI_name"
"444","Magnesium","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","19-30 yr","UL",350,"","mg",2,"RDI_name"
"445","Magnesium","Element","mg","mg/d","Women","Females","None","51-70 yr","UL",350,"","mg",2,"RDI_name"
"446","Magnesium","Element","mg","mg/d","Women","Females","None","31-50 yr","UL",350,"","mg",2,"RDI_name"
"447","Magnesium","Element","mg","mg/d","Men","Males","None","31-50 yr","RDA",420,"","mg",2,"RDI_name"
"448","Magnesium","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","14-18 yr","UL",350,"","mg",2,"RDI_name"
"449","Magnesium","Element","mg","mg/d","Women","Females","None","14-18 yr","EAR",300,NA,"mg",2,"RDI_name"
"450","Magnesium","Element","mg","mg/d","Women","Females","None",">70 yr","UL",350,"","mg",2,"RDI_name"
"451","Magnesium","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","UL",350,"","mg",2,"RDI_name"
"452","Magnesium","Element","mg","mg/d","Men","Males","None","51-70 yr","RDA",420,"","mg",2,"RDI_name"
"453","Magnesium","Element","mg","mg/d","Women (lactating)","Females","Lactation","14-18 yr","UL",350,"","mg",2,"RDI_name"
"454","Magnesium","Element","mg","mg/d","Children","Both","Children","1-3 yr","EAR",65,NA,"mg",2,"RDI_name"
"455","Magnesium","Element","mg","mg/d","Women (lactating)","Females","Lactation","31-50 yr","RDA",320,"","mg",2,"RDI_name"
"456","Magnesium","Element","mg","mg/d","Men","Males","None",">70 yr","UL",350,"","mg",2,"RDI_name"
"457","Magnesium","Element","mg","mg/d","Women (pregnant)","Females","Pregnancy","31-50 yr","RDA",360,"","mg",2,"RDI_name"
"458","Magnesium","Element","mg","mg/d","Women (lactating)","Females","Lactation","19-30 yr","UL",350,"","mg",2,"RDI_name"
"459","Magnesium","Element","mg","mg/d","Children","Both","Children","4-8 yr","EAR",110,NA,"mg",2,"RDI_name"
"460","Magnesium","Element","mg","mg/d","Women","Females","None","31-50 yr","RDA",320,"","mg",2,"RDI_name"
"461","Magnesium","Element","mg","mg/d","Women","Females","None","9-13 yr","EAR",200,NA,"mg",2,"RDI_name"
"462","Magnesium","Element","mg","mg/d","Men","Males","None","51-70 yr","UL",350,"","mg",2,"RDI_name"
"463","Magnesium","Element","mg","mg/d","Women (lactating)","Females","Lactation","31-50 yr","UL",350,"","mg",2,"RDI_name"
"464","Magnesium","Element","mg","mg/d","Women","Females","None","19-30 yr","UL",350,"","mg",2,"RDI_name"
"465","Magnesium","Element","mg","mg/d","Men","Males","None","9-13 yr","EAR",200,NA,"mg",2,"RDI_name"
"466","Magnesium","Element","mg","mg/d","Women","Females","None","51-70 yr","RDA",320,"","mg",2,"RDI_name"
