"country","iso3","nutrient","npeople","ndeficient","perc_deficient"
"St. Lucia","LCA","Omega-3 fatty acids",121579,68183.7161393174,56.0818201657502
"St. Lucia","LCA","Vitamin A, RAE",183596,17494.8443668507,9.5289899381526
"St. Lucia","LCA","Vitamin B-12",183596,0.296151114914478,0.00016130586446027
"St. Lucia","LCA","Zinc",183596,37061.6780482994,20.186538948724
"St. Vincent & Grenadines","VCT","Calcium",110942,89713.0011851619,80.8647772576318
"St. Vincent & Grenadines","VCT","Iron",110942,5288.42722960379,4.76683963657027
"St. Vincent & Grenadines","VCT","Omega-3 fatty acids",68277,52705.30775848,77.1933561206262
"St. Vincent & Grenadines","VCT","Vitamin A, RAE",110942,9382.12187532378,8.45678090833389
"St. Vincent & Grenadines","VCT","Vitamin B-12",110942,5062.04428539808,4.56278441473751
"St. Vincent & Grenadines","VCT","Zinc",110942,5929.06691192841,5.34429423656362
"Sudan","SDN","Calcium",43848987,43552125.4029667,99.3229909803085
"Sudan","SDN","Iron",43848987,40800656.8780231,93.0481173442458
"Sudan","SDN","Omega-3 fatty acids",17437136,15434502.7396844,88.5151250737757
"Sudan","SDN","Vitamin A, RAE",43848987,39268980.3283464,89.5550456578311
"Sudan","SDN","Vitamin B-12",43848987,36014389.2011889,82.1327735602852
"Sudan","SDN","Zinc",43848987,40797258.7365249,93.0403676977188
"Suriname","SUR","Calcium",586611,583855.716653984,99.5303048619927
"Suriname","SUR","Iron",586611,114387.022826908,19.4996382316233
"Suriname","SUR","Omega-3 fatty acids",330813,260800.633730104,78.8362711653121
"Suriname","SUR","Vitamin A, RAE",586611,414354.021851086,70.6352287718924
"Suriname","SUR","Vitamin B-12",586611,70415.3931661199,12.0037628285388
"Suriname","SUR","Zinc",586611,64775.4865876981,11.042323888863
"Sweden","SWE","Calcium",10097000,6075139.26855136,60.167765361507
"Sweden","SWE","Iron",10097000,421995.230278603,4.17941200632468
"Sweden","SWE","Omega-3 fatty acids",7232136,5547308.47386002,76.7035973032036
"Sweden","SWE","Vitamin A, RAE",10097000,3549958.08606173,35.1585429935795
"Sweden","SWE","Vitamin B-12",10097000,638190.046576669,6.32059073563106
"Sweden","SWE","Zinc",10097000,5531.89675008997,0.0547875284746951
"Switzerland","CHE","Calcium",8652923,4550554.74966424,52.5897982642887
"Switzerland","CHE","Iron",8652923,249983.322692338,2.88900435947873
"Switzerland","CHE","Omega-3 fatty acids",6448925,3764367.03849003,58.3720083345679
"Switzerland","CHE","Vitamin A, RAE",8652923,60370.9631882608,0.697694446006983
"Switzerland","CHE","Vitamin B-12",8652923,0.000778440643909103,8.99627378989854e-09
"Switzerland","CHE","Zinc",8652923,1746.61664059833,0.0201852789005326
"Syria","SYR","Calcium",17500493,16855632.4984764,96.3151866548923
"Syria","SYR","Iron",17500493,16702123.7405527,95.4380184635526
"Syria","SYR","Omega-3 fatty acids",8935965,8385968.6979248,93.8451381347711
"Syria","SYR","Vitamin A, RAE",17500493,15969989.9776787,91.2545148166893
"Syria","SYR","Vitamin B-12",17500493,14305445.5208486,81.7431001563704
"Syria","SYR","Zinc",17500493,16302812.2724476,93.1563029249955
"Taiwan","TWN","Calcium",23812583,21234748.2885565,89.1744851390395
"Taiwan","TWN","Iron",23812583,1303615.03167949,5.47447973905011
"Taiwan","TWN","Omega-3 fatty acids",18068607,7332767.8324304,40.5829172798456
"Taiwan","TWN","Vitamin A, RAE",23812583,3048856.98531332,12.8035542608432
"Taiwan","TWN","Vitamin B-12",23812583,3.9372342815254,1.65342595615327e-05
"Taiwan","TWN","Zinc",23812583,197728.774052101,0.830354162133947
"Tajikistan","TJK","Calcium",9537625,8886023.47249075,93.1680944940774
"Tajikistan","TJK","Iron",9537625,2662008.28192116,27.9105991472842
"Tajikistan","TJK","Omega-3 fatty acids",4337845,4215120.88463726,97.1708506098594
"Tajikistan","TJK","Vitamin A, RAE",9537625,507265.099431968,5.31856829590143
"Tajikistan","TJK","Vitamin B-12",9537625,706405.536249607,7.40651405616814
"Tajikistan","TJK","Zinc",9537625,4603176.46846545,48.2633409099797
"Tanzania","TZA","Calcium",59734206,57911083.1688042,96.9479416346544
"Tanzania","TZA","Iron",59734206,12913602.1726729,21.6184378054224
"Tanzania","TZA","Omega-3 fatty acids",22020293,16809752.1925288,76.3375500613404
"Tanzania","TZA","Vitamin A, RAE",59734206,3600026.08201438,6.02674133144814
"Tanzania","TZA","Vitamin B-12",59734206,32903493.0744075,55.0831680501579
"Tanzania","TZA","Zinc",59734206,5246006.49137556,8.7822486355231
"Thailand","THA","Calcium",69791212,67935134.6067103,97.3405284990756
"Thailand","THA","Iron",69791212,21890570.9676027,31.3657985587106
"Thailand","THA","Omega-3 fatty acids",49051165,20662231.4160817,42.1238341965613
"Thailand","THA","Vitamin A, RAE",69791212,8997543.22808667,12.8920862243898
"Thailand","THA","Vitamin B-12",69791212,1103183.80335248,1.58069156809095
"Thailand","THA","Zinc",69791212,17547311.9503526,25.1425809174264
"Timor-Leste","TLS","Calcium",1318439,1294034.38119675,98.1489762663841
"Timor-Leste","TLS","Iron",1318439,332587.837576469,25.2258798151806
"Timor-Leste","TLS","Omega-3 fatty acids",550060,388483.169332617,70.6255989042318
"Timor-Leste","TLS","Vitamin A, RAE",1318439,1179978.94147316,89.4981824318881
"Timor-Leste","TLS","Vitamin B-12",1318439,889812.044645555,67.4898152015796
"Timor-Leste","TLS","Zinc",1318439,314608.299187774,23.8621808963307
"Togo","TGO","Calcium",8278737,8265022.44039669,99.8343399530229
"Togo","TGO","Iron",8278737,1115890.81882005,13.4789982918898
"Togo","TGO","Omega-3 fatty acids",3279827,2315242.9919867,70.5903997981205
"Togo","TGO","Vitamin A, RAE",8278737,7238810.86035134,87.4385894895723
"Togo","TGO","Vitamin B-12",8278737,6025889.24692334,72.7875429177583
"Togo","TGO","Zinc",8278737,439709.429888524,5.31131052826686
"Tonga","TON","Calcium",105697,104773.314390082,99.1261004475831
"Tonga","TON","Iron",105697,102399.800370731,96.8805173001415
"Tonga","TON","Omega-3 fatty acids",47838,36482.1930254827,76.2619528941065
"Tonga","TON","Vitamin A, RAE",105697,100809.388737844,95.3758278265649
"Tonga","TON","Vitamin B-12",105697,86742.5794742213,82.0672104924655
"Tonga","TON","Zinc",105697,92921.6314927995,87.9132156000639
"Trinidad & Tobago","TTO","Calcium",1399403,1047605.24116201,74.8608686105439
"Trinidad & Tobago","TTO","Iron",1399403,9861.42823690839,0.704688230403136
"Trinidad & Tobago","TTO","Omega-3 fatty acids",943446,674510.239404579,71.4943133369137
"Trinidad & Tobago","TTO","Vitamin A, RAE",1399403,522303.912866859,37.3233380853735
"Trinidad & Tobago","TTO","Vitamin B-12",1399403,61516.520137708,4.39591169503767
"Trinidad & Tobago","TTO","Zinc",1399403,8864.96821982437,0.633482150590242
"Tunisia","TUN","Calcium",11818368,7639285.01102315,64.6390856252162
"Tunisia","TUN","Iron",11818368,5606.98445563315,0.0474429672153816
"Tunisia","TUN","Omega-3 fatty acids",7339384,5857798.71235382,79.8132201878771
"Tunisia","TUN","Vitamin A, RAE",11818368,759478.850854239,6.42625826894406
"Tunisia","TUN","Vitamin B-12",11818368,1063004.56925764,8.99451234940087
"Tunisia","TUN","Zinc",11818368,603918.152479395,5.1099961727321
"Turkey","TUR","Calcium",84337790,45487980.5266432,53.9354665644466
"Turkey","TUR","Iron",84337790,713128.343250323,0.845562046681947
"Turkey","TUR","Omega-3 fatty acids",50553352,44057908.8579439,87.1513106745996
"Turkey","TUR","Vitamin A, RAE",84337790,5177222.62437989,6.13867475585961
"Turkey","TUR","Vitamin B-12",84337790,1985775.96537976,2.35455062953365
"Turkey","TUR","Zinc",84337790,901479.212699351,1.06889119657908
"Turkmenistan","TKM","Calcium",6031115,4574377.63364956,75.8463009518068
"Turkmenistan","TKM","Iron",6031115,547209.582164767,9.07310807644634
"Turkmenistan","TKM","Omega-3 fatty acids",3227905,2900208.26939965,89.8480057312606
"Turkmenistan","TKM","Vitamin A, RAE",6031115,1793634.52896834,29.7396837727076
"Turkmenistan","TKM","Vitamin B-12",6031115,758.347889335255,0.0125739252084441
"Turkmenistan","TKM","Zinc",6031115,926665.690459539,15.3647491460458
"Tuvalu","TUV","Calcium",0,0,NA
"Tuvalu","TUV","Iron",0,0,NA
"Tuvalu","TUV","Omega-3 fatty acids",0,0,NA
"Tuvalu","TUV","Vitamin A, RAE",0,0,NA
"Tuvalu","TUV","Vitamin B-12",0,0,NA
"Tuvalu","TUV","Zinc",0,0,NA
"Uganda","UGA","Calcium",45740994,44382940.5225192,97.0309926420034
"Uganda","UGA","Iron",45740994,13328210.5526191,29.1384366343659
"Uganda","UGA","Omega-3 fatty acids",15107437,8235859.63908841,54.5152671435162
"Uganda","UGA","Vitamin A, RAE",45740994,4554915.00982384,9.95805865046099
"Uganda","UGA","Vitamin B-12",45740994,9614758.04938137,21.0200024279782
"Uganda","UGA","Zinc",45740994,8491626.44981069,18.5645866152596
"Ukraine","UKR","Calcium",43731840,31344696.9910569,71.6747728681365
"Ukraine","UKR","Iron",43731840,815763.867096547,1.86537741630937
"Ukraine","UKR","Omega-3 fatty acids",32612765,25107769.2253915,76.9875514246997
"Ukraine","UKR","Vitamin A, RAE",43731840,742233.751048323,1.69723878768495
"Ukraine","UKR","Vitamin B-12",43731840,970016.306181394,2.21810083038215
"Ukraine","UKR","Zinc",43731840,842784.122729861,1.92716364719587
"United Arab Emirates","ARE","Calcium",9890369,5903489.72227599,59.689276732506
"United Arab Emirates","ARE","Iron",9890369,20503.9954037875,0.207312744385852
"United Arab Emirates","ARE","Omega-3 fatty acids",7319912,3104116.07030874,42.4064670491768
"United Arab Emirates","ARE","Vitamin A, RAE",9890369,363271.244649683,3.67297969013778
"United Arab Emirates","ARE","Vitamin B-12",9890369,87406.0685841565,0.883749317989617
"United Arab Emirates","ARE","Zinc",9890369,371.869559763801,0.00375991593199203
"United Kingdom","GBR","Calcium",67870170,37133674.2349674,54.7128056920551
"United Kingdom","GBR","Iron",67870170,442730.736668238,0.652320064423351
"United Kingdom","GBR","Omega-3 fatty acids",48109001,30993982.082052,64.4244973659961
"United Kingdom","GBR","Vitamin A, RAE",67870170,2718014.37291248,4.00472604225462
"United Kingdom","GBR","Vitamin B-12",67870170,138740.5337708,0.204420489547617
"United Kingdom","GBR","Zinc",67870170,2351.74390526144,0.00346506264130684
"United States","USA","Calcium",330905549,147173422.693786,44.4759609316151
"United States","USA","Iron",330905549,10937404.5560588,3.3052949970503
"United States","USA","Omega-3 fatty acids",226592941,130686863.129216,57.6747283266939
"United States","USA","Vitamin A, RAE",330905549,22667731.872718,6.85021207447869
"United States","USA","Vitamin B-12",330905549,413993.975200442,0.125109408546196
"United States","USA","Zinc",330905549,6816.41388106632,0.00205992734230828
"Uruguay","URY","Calcium",3471584,2262140.60011016,65.1616265114185
"Uruguay","URY","Iron",3471584,180102.95556182,5.18791870114104
"Uruguay","URY","Omega-3 fatty acids",2265520,1918521.59531245,84.6834985042044
"Uruguay","URY","Vitamin A, RAE",3471584,31.6647761568616,0.00091211320702197
"Uruguay","URY","Vitamin B-12",3471584,0.000244868073561797,7.05349700775776e-09
"Uruguay","URY","Zinc",3471584,611.741104358505,0.0176213827566467
"Uzbekistan","UZB","Calcium",33468720,10698811.1592114,31.9665979434273
"Uzbekistan","UZB","Iron",33468720,2826000.39328454,8.44370622265967
"Uzbekistan","UZB","Omega-3 fatty acids",18511806,17172051.1844933,92.7627006489444
"Uzbekistan","UZB","Vitamin A, RAE",33468720,0,0
"Uzbekistan","UZB","Vitamin B-12",33468720,5.2094462757778e-05,1.55651195378186e-10
"Uzbekistan","UZB","Zinc",33468720,3496144.27447955,10.4460053281976
"Vanuatu","VUT","Calcium",307150,298772.736925531,97.2725824273258
"Vanuatu","VUT","Iron",307150,1994.3486585741,0.649307718891129
"Vanuatu","VUT","Omega-3 fatty acids",133430,69226.0632413158,51.8819330295404
"Vanuatu","VUT","Vitamin A, RAE",307150,249560.48107672,81.2503601096274
"Vanuatu","VUT","Vitamin B-12",307150,23053.431295613,7.50559378011166
"Vanuatu","VUT","Zinc",307150,15132.2289496718,4.92665764273865
"Venezuela","VEN","Calcium",28433065,28207086.4421523,99.2052261764684
"Venezuela","VEN","Iron",28433065,8594372.91584653,30.2266847272587
"Venezuela","VEN","Omega-3 fatty acids",16078270,13718239.0068942,85.3216111366101
"Venezuela","VEN","Vitamin A, RAE",28433065,2407312.72877566,8.46659594657015
"Venezuela","VEN","Vitamin B-12",28433065,4.87917340794311,1.71602091014216e-05
"Venezuela","VEN","Zinc",28433065,1927026.35306869,6.77741338497518
"Vietnam","VNM","Calcium",97314733,92064757.2560493,94.6051583536167
"Vietnam","VNM","Iron",97314733,16112829.8707624,16.5574413801889
"Vietnam","VNM","Omega-3 fatty acids",61416915,13837746.1892657,22.5308389215995
"Vietnam","VNM","Vitamin A, RAE",97314733,14647042.747546,15.0512078654585
"Vietnam","VNM","Vitamin B-12",97314733,18.5508283861057,1.90627131311204e-05
"Vietnam","VNM","Zinc",97314733,1362499.61122655,1.40009592507082
"Western Sahara","ESH","Calcium",597329,574636.870939766,96.2010669061381
"Western Sahara","ESH","Iron",597329,591743.634829491,99.0649432439227
"Western Sahara","ESH","Omega-3 fatty acids",336201,315129.182814472,93.7323752203211
"Western Sahara","ESH","Vitamin A, RAE",597329,547350.754764471,91.6330455686015
"Western Sahara","ESH","Vitamin B-12",597329,489027.055775003,81.8689626277986
"Western Sahara","ESH","Zinc",597329,589651.444574169,98.7146856379263
"Yemen","YEM","Calcium",29825890,27933407.970639,93.6549017334905
"Yemen","YEM","Iron",29825890,4528741.23575284,15.183926567666
"Yemen","YEM","Omega-3 fatty acids",12116962,11037240.8939314,91.0891764283109
"Yemen","YEM","Vitamin A, RAE",29825890,23568413.6867154,79.0199846063785
"Yemen","YEM","Vitamin B-12",29825890,10782082.1769783,36.1500769196771
"Yemen","YEM","Zinc",29825890,15297450.7102731,51.2891675999377
"Zambia","ZMB","Calcium",18383951,18143641.8986282,98.6928321263923
"Zambia","ZMB","Iron",18383951,4649895.62216397,25.2932333325082
"Zambia","ZMB","Omega-3 fatty acids",6423289,4067806.65169236,63.3290305276994
"Zambia","ZMB","Vitamin A, RAE",18383951,10025653.1572229,54.5348122241126
"Zambia","ZMB","Vitamin B-12",18383951,339677.52861029,1.84768512824196
"Zambia","ZMB","Zinc",18383951,1098457.3794113,5.9750887032461
"Zimbabwe","ZWE","Calcium",14862908,14658099.4898818,98.6220158927295
"Zimbabwe","ZWE","Iron",14862908,2530971.74224481,17.0287789054794
"Zimbabwe","ZWE","Omega-3 fatty acids",5616964,4732529.64014114,84.2542277312288
"Zimbabwe","ZWE","Vitamin A, RAE",14862908,12007157.4871939,80.7860580661196
"Zimbabwe","ZWE","Vitamin B-12",14862908,3360514.67081522,22.6100751670886
"Zimbabwe","ZWE","Zinc",14862908,877401.295456823,5.90329493701248
